F7BCDA,FECCB0,F7BCDA,FFFFFF,EED9A4,6A0E15,6A0E15,6A0E15,6A0E15,6A0E15,82422A,B89869,A2BFA3,EED9A4,B89869,82422A,6A0E15,6A0E15,EED9A4,FECCB0,00A29F,50372F,F7BCDA,FECCB0,EED9A4,EED9A4,EED9A4,FECCB0,FECCB0,FECCB0,EED9A4,EED9A4,FECCB0,FECCB0,F7BCDA,FFFFFF,A2BFA3,A2BFA3,F7BCDA,F7BCDA,FFFFFF,F7BCDA,00A29F,A2BFA3,FFFFFF,FECCB0,FECCB0,FECCB0
F7BCDA,F7BCDA,F7BCDA,FFFFFF,00A29F,6A0E15,6A0E15,6A0E15,6A0E15,6A0E15,B89869,EED9A4,EED9A4,EED9A4,82422A,6A0E15,6A0E15,212121,A2BFA3,FECCB0,EED9A4,50372F,B89869,FFFFFF,FECCB0,EED9A4,EED9A4,EED9A4,FECCB0,FECCB0,FECCB0,FECCB0,FECCB0,FECCB0,F7BCDA,FFFFFF,A2BFA3,FECCB0,FECCB0,FECCB0,FECCB0,FFFFFF,F7BCDA,00A29F,EED9A4,FFFFFF,FECCB0,FECCB0
FFFFFF,F7BCDA,F7BCDA,F7BCDA,212121,6A0E15,6A0E15,6A0E15,6A0E15,6A0E15,B89869,B89869,EED9A4,82422A,212121,212121,212121,212121,A2BFA3,EED9A4,B89869,EED9A4,6A0E15,EED9A4,F7BCDA,FECCB0,FECCB0,EED9A4,EED9A4,FECCB0,FECCB0,FECCB0,FECCB0,FFFFFF,FFFFFF,B89869,A2BFA3,F7BCDA,FECCB0,FECCB0,FECCB0,F7BCDA,FFFFFF,F7BCDA,00A29F,FECCB0,F7BCDA,FECCB0
FFFFFF,F7BCDA,FFFFFF,A2BFA3,212121,6A0E15,6A0E15,6A0E15,6A0E15,82422A,B89869,FECCB0,B89869,212121,212121,212121,212121,212121,A2BFA3,FECCB0,00A29F,A2BFA3,B89869,00A29F,FFFFFF,F7BCDA,FECCB0,EED9A4,EED9A4,FECCB0,FECCB0,EED9A4,F7BCDA,F7BCDA,B89869,A2BFA3,F7BCDA,FECCB0,FECCB0,FECCB0,FECCB0,FFFFFF,FFFFFF,FFFFFF,D3BDE3,B89869,F7BCDA,FFFFFF
FFFFFF,F7BCDA,FFFFFF,00A29F,212121,6A0E15,6A0E15,6A0E15,6A0E15,B89869,EED9A4,EED9A4,212121,212121,212121,212121,212121,212121,A2BFA3,FECCB0,B89869,00A29F,FECCB0,B89869,00A29F,FFFFFF,FECCB0,FECCB0,EED9A4,FECCB0,FECCB0,EED9A4,B89869,B89869,B89869,EED9A4,FECCB0,FECCB0,F7BCDA,FECCB0,B89869,00A29F,00A29F,AFB5C7,FFFFFF,D3BDE3,B89869,FFFFFF
FFFFFF,F7BCDA,FFFFFF,50372F,212121,6A0E15,6A0E15,6A0E15,82422A,B89869,FECCB0,50372F,212121,212121,212121,50372F,82422A,82422A,A2BFA3,FECCB0,B89869,00A29F,00A29F,EED9A4,00A29F,00A29F,FFFFFF,FECCB0,EED9A4,EED9A4,FECCB0,FECCB0,00A29F,00A29F,A2BFA3,EED9A4,FECCB0,F7BCDA,F7BCDA,FECCB0,00A29F,212121,212121,212121,2E5543,A2BFA3,AFB5C7,A2BFA3
FFFFFF,FFFFFF,FECCB0,212121,212121,6A0E15,6A0E15,6A0E15,B89869,FECCB0,00A29F,212121,212121,00A29F,B89869,B89869,B89869,B89869,EED9A4,FECCB0,B89869,00A29F,00A29F,B89869,EED9A4,50372F,B89869,FFFFFF,EED9A4,A2BFA3,EED9A4,FECCB0,F7BCDA,00A29F,00A29F,FECCB0,FECCB0,F7BCDA,F7BCDA,FECCB0,50372F,00A29F,AFB5C7,B89869,00A29F,82422A,B89869,00A29F
FFFFFF,FFFFFF,AFB5C7,212121,212121,6A0E15,6A0E15,6A0E15,EED9A4,B89869,212121,50372F,B89869,B89869,82422A,B89869,B89869,B89869,A2BFA3,FECCB0,B89869,00A29F,B89869,B89869,B89869,A2BFA3,82422A,A2BFA3,F7BCDA,EED9A4,EED9A4,FECCB0,FECCB0,F7BCDA,00A29F,B89869,F7BCDA,FECCB0,FECCB0,FECCB0,50372F,00A29F,FFFFFF,FECCB0,EED9A4,A2BFA3,B89869,82422A
FFFFFF,FFFFFF,B89869,212121,6A0E15,6A0E15,6A0E15,B89869,EED9A4,212121,50372F,E3A05B,B89869,B89869,B89869,EED9A4,B89869,B89869,B89869,FECCB0,B89869,00A29F,B89869,B89869,B89869,B89869,B89869,6A0E15,A2BFA3,FECCB0,B89869,EED9A4,EED9A4,FECCB0,F7BCDA,00A29F,A2BFA3,FECCB0,EED9A4,EED9A4,B89869,212121,00A29F,FECCB0,B89869,FECCB0,EED9A4,82422A
FFFFFF,FFFFFF,B89869,212121,6A0E15,6A0E15,6A0E15,EED9A4,50372F,50372F,B35408,82422A,B89869,B89869,B89869,FECCB0,A2BFA3,B89869,B89869,FECCB0,B89869,00A29F,B89869,A2BFA3,B89869,B89869,FECCB0,B89869,82422A,B89869,FECCB0,EED9A4,EED9A4,EED9A4,FECCB0,F7BCDA,B89869,EED9A4,EED9A4,B89869,B89869,B89869,50372F,50372F,B89869,B35408,FECCB0,B89869
FFFFFF,FFFFFF,00A29F,212121,6A0E15,6A0E15,B89869,00A29F,6A0E15,82422A,82422A,B89869,EED9A4,B89869,B89869,B89869,FECCB0,B89869,B89869,FECCB0,B89869,00A29F,A2BFA3,B89869,82422A,B89869,FECCB0,EED9A4,E3A05B,82422A,B89869,FECCB0,FECCB0,B89869,EED9A4,FECCB0,FECCB0,B89869,EED9A4,B89869,FECCB0,B89869,50372F,212121,B89869,B35408,B35408,FECCB0
FFFFFF,FFFFFF,50372F,212121,6A0E15,6A0E15,50372F,6A0E15,6A0E15,82422A,B89869,A2BFA3,B89869,B89869,B89869,B89869,B89869,A2BFA3,B89869,EED9A4,B89869,A2BFA3,B89869,B89869,82422A,B89869,FECCB0,EED9A4,B89869,B89869,6A0E15,82422A,B89869,EED9A4,A2BFA3,A2BFA3,EED9A4,EED9A4,A2BFA3,B89869,50372F,50372F,B89869,00A29F,00A29F,FF8172,B30006,E3A05B
FFFFFF,FFFFFF,50372F,212121,6A0E15,212121,6A0E15,6A0E15,6A0E15,B89869,A2BFA3,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,A2BFA3,B89869,82422A,82422A,82422A,B89869,FECCB0,EED9A4,B89869,B89869,B35408,6A0E15,82422A,00A29F,EED9A4,A2BFA3,B89869,A2BFA3,A2BFA3,82422A,212121,B72276,FECCB0,FECCB0,FECCB0,FECCB0,B30006,B72276
FFFFFF,F7BCDA,212121,212121,212121,50372F,82422A,6A0E15,82422A,FECCB0,A2BFA3,A2BFA3,A2BFA3,A2BFA3,A2BFA3,A2BFA3,A2BFA3,EED9A4,A2BFA3,A2BFA3,B89869,B89869,B89869,82422A,82422A,B89869,EED9A4,A2BFA3,EED9A4,EED9A4,B35408,B30006,FF8172,A2BFA3,50372F,A2BFA3,EED9A4,B89869,A2BFA3,82422A,50372F,FECCB0,FF8172,FECCB0,EED9A4,F7BCDA,FF8172,B35408
FFFFFF,AFB5C7,212121,212121,212121,50372F,6A0E15,82422A,FECCB0,E3A05B,B89869,B89869,B89869,B89869,B89869,B89869,B89869,B89869,EED9A4,EED9A4,EED9A4,FECCB0,FECCB0,B89869,82422A,B89869,AFB5C7,B89869,EED9A4,B89869,B35408,82422A,FF8172,FECCB0,A2BFA3,212121,00A29F,AFB5C7,A2BFA3,00A29F,00A29F,FECCB0,B35408,82422A,B89869,A2BFA3,00A29F,A2BFA3
FFFFFF,A2BFA3,212121,50372F,50372F,212121,82422A,B89869,82422A,B35408,B35408,B35408,B35408,B35408,FF8172,FF8172,B35408,B35408,82422A,212121,50372F,82422A,B89869,FECCB0,B89869,B89869,A2BFA3,EED9A4,B89869,B30006,6A0E15,82422A,FF8172,FECCB0,FFFFFF,EED9A4,212121,212121,B89869,212121,00A29F,FF8172,B72276,B89869,FECCB0,B89869,212121,B89869
FFFFFF,B89869,212121,50372F,212121,212121,50372F,82422A,E3A05B,E3A05B,E3A05B,FF7E14,B35408,FF8172,FF8172,FF8172,FF8172,FF7E14,FF8172,82422A,212121,82422A,82422A,B89869,FECCB0,EED9A4,B89869,EED9A4,B35408,B30006,6A0E15,82422A,FF8172,FECCB0,FECCB0,FECCB0,A2BFA3,00A29F,212121,82422A,00A29F,FF8172,FF8172,FF8172,FFFFFF,00A29F,A2BFA3,A2BFA3
FFFFFF,00A29F,212121,50372F,212121,212121,82422A,FF8172,FF8172,FF8172,B35408,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,50372F,50372F,82422A,B89869,EED9A4,B89869,EED9A4,B89869,B30006,6A0E15,B89869,FF8172,FF8172,F7BCDA,F7BCDA,FFFFFF,B89869,00A29F,B35408,82422A,A2BFA3,AFB5C7,EED9A4,A2BFA3,B89869,00A29F,00A29F
FFFFFF,00A29F,50372F,6A0E15,212121,50372F,E3A05B,FF8172,E3A05B,FF8172,FF7E14,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,212121,50372F,82422A,EED9A4,EED9A4,EED9A4,B89869,B30006,6A0E15,B89869,FF8172,FF8172,FF8172,FF8172,B89869,00A29F,82422A,82422A,B35408,82422A,00A29F,B89869,B89869,B89869,50372F,00A29F
F7BCDA,50372F,82422A,B89869,E3A05B,FF8172,FF8172,E3A05B,E3A05B,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,212121,50372F,82422A,E3A05B,EED9A4,E3A05B,B35408,6A0E15,FF8172,FF8172,FF8172,FF8172,FF8172,82422A,50372F,B35408,82422A,B35408,B35408,B30006,B30006,B35408,B30006,82422A,00A29F
EED9A4,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,212121,50372F,82422A,B89869,EED9A4,B35408,50372F,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,82422A,B35408,82422A,B35408,B35408,B35408,B30006,B30006,B30006,B35408,6A0E15
FECCB0,FF8172,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,212121,50372F,82422A,E3A05B,B35408,50372F,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,82422A,B30006,82422A,82422A,B35408,B35408,B35408,B30006,B30006,B30006,82422A
E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,212121,50372F,82422A,B35408,50372F,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,82422A,82422A,B35408,B35408,B35408,B30006,B30006,B35408,B35408,B35408,B35408
E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,82422A,212121,50372F,82422A,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,82422A,6A0E15,B35408,B35408,B30006,6A0E15,212121,B89869,F7BCDA,F7BCDA,F7BCDA
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,50372F,212121,82422A,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,50372F,6A0E15,B35408,B30006,6A0E15,212121,243757,212121,A2BFA3,F7BCDA,FECCB0
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,212121,6A0E15,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,50372F,6A0E15,B30006,6A0E15,212121,212121,243757,243757,212121,AFB5C7,FECCB0
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,212121,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,50372F,82422A,6A0E15,212121,212121,243757,243757,243757,212121,00A29F,FECCB0
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,82422A,6A0E15,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,50372F,6A0E15,82422A,2E5543,243757,243757,243757,243757,212121,82422A,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,82422A,B89869,FF8172,FF8172,FF8172,FF8172,B89869,50372F,6A0E15,B89869,00A29F,243757,243757,243757,243757,212121,00A29F,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,00A29F,FF8172,FF8172,FF8172,FF8172,FF8172,00A29F,6A0E15,B89869,B89869,243757,243757,243757,243757,212121,00A29F,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,6A0E15,B89869,FECCB0,243757,243757,243757,212121,243757,B89869,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,50372F,B89869,FF8172,243757,243757,243757,212121,00A29F,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,E3A05B,FF8172,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,EED9A4,50372F,B89869,FF8172,243757,243757,243757,212121,B89869,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,E3A05B,E3A05B,FF8172,E3A05B,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,00A29F,B89869,FF8172,243757,243757,212121,243757,FF8172,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,E3A05B,FF8172,FF8172,FF8172,E3A05B,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,A2BFA3,B89869,B89869,243757,243757,212121,00A29F,FF8172,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,FF8172,FF8172,FF8172,E3A05B,FF8172,FF8172,E3A05B,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,B89869,243757,243757,243757,B89869,FF8172,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,E3A05B,FF8172,FF8172,FF8172,B89869,00A29F,82422A,00A29F,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,B89869,243757,212121,00A29F,FF8172,FF8172,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,B89869,FF8172,FF8172,E3A05B,50372F,212121,6A0E15,6A0E15,B89869,FF8172,FECCB0,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,243757,212121,B89869,FF8172,FF8172,FF8172,FF8172
FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,C689D9,B89869,FF8172,E3A05B,50372F,50372F,82422A,6A0E15,6A0E15,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,212121,E3A05B,FF8172,FF8172,FF8172,FF8172
FF8172,82422A,B89869,FF8172,FF8172,E3A05B,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,FF8172,B89869,50372F,B89869,82422A,6A0E15,212121,6A0E15,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,00A29F,FF8172,FF8172,FF8172,FF8172,FF8172
FF8172,6A0E15,82422A,FF8172,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,E3A05B,00A29F,00A29F,00A29F,00A29F,50372F,82422A,82422A,6A0E15,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,00A29F,FF8172,FF8172,FF8172,FF8172,FF8172
B89869,6A0E15,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,82422A,00A29F,00A29F,00A29F,00A29F,00A29F,82422A,6A0E15,6A0E15,B89869,FECCB0,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,B89869,FF8172,FF8172,FF8172,FF8172,FF8172
B89869,6A0E15,82422A,FF8172,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,82422A,00A29F,00A29F,00A29F,00A29F,00A29F,82422A,82422A,6A0E15,6A0E15,B89869,FECCB0,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,B89869,FF8172,FF8172,FF8172,FF8172,FF8172
82422A,6A0E15,82422A,FF8172,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,AFB5C7,B89869,82422A,B89869,B89869,B89869,00A29F,00A29F,82422A,82422A,6A0E15,6A0E15,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,B89869,243757,B89869,FF8172,FF8172,FF8172,FF8172,FF8172
6A0E15,B35408,82422A,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,FECCB0,00A29F,243757,243757,243757,00A29F,00A29F,00A29F,00A29F,82422A,82422A,6A0E15,6A0E15,B89869,82422A,B89869,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,243757,B89869,FF8172,FF8172,FF8172,FF8172,FF8172
00A29F,B89869,B35408,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,FECCB0,FECCB0,B89869,00A29F,82422A,00A29F,00A29F,00A29F,00A29F,00A29F,B89869,82422A,B35408,6A0E15,50372F,50372F,82422A,FF8172,FECCB0,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,B89869,212121,B89869,FF8172,FF8172,FF8172,FF8172,FF8172
00A29F,B89869,E3A05B,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,FECCB0,FECCB0,FECCB0,B89869,FF7E14,FF7E14,E3A05B,B89869,00A29F,00A29F,B89869,82422A,6A0E15,82422A,82422A,82422A,82422A,82422A,B89869,FF8172,FECCB0,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,00A29F,212121,B89869,FECCB0,FF8172,FF8172,FF8172,FF8172
B89869,B89869,E3A05B,FF8172,E3A05B,FF8172,FF8172,FF8172,FF8172,FF8172,FF8172,FECCB0,FECCB0,FECCB0,FECCB0,FECCB0,B89869,B35408,FF7E14,FF7E14,FF7E14,E3A05B,00A29F,00A29F,50372F,82422A,B89869,E3A05B,E3A05B,B89869,82422A,6A0E15,82422A,B89869,FECCB0,FECCB0,FF8172,FF8172,FF8172,FECCB0,00A29F,212121,00A29F,FECCB0,FF8172,FF8172,FF8172,FF8172